Phone Number,name,Phone to Name.name,Phone to Name.source,Phone to Name.vpa,Phone Name Attributes.businessNameDetected,Phone Name Attributes.digitalage,Phone Name Attributes.firstNameMatch,Phone Name Attributes.lastNameMatch,Phone Name Attributes.nameMatchScore,Phone Name Attributes.ndrScore,Phone Name Attributes.phoneFootprintStrengthOverall,Phone Name Attributes.phoneNameDigitalAge,Phone Name Attributes.unrScore,Phone Network.currentNetworkName,Phone Network.currentNetworkRegion,Phone Network.imsi,Phone Network.isPhoneReachable,Phone Network.numberBillingType,Phone Network.numberHasPortingHistory,Phone Network.portedFromNetworkName,Phone Network.portedFromNetworkRegion,Phone Social Premium.a23games,Phone Social Premium.amazon,Phone Social Premium.byjus,Phone Social Premium.flipkart,Phone Social Premium.housing,Phone Social Premium.indiamart,Phone Social Premium.instagram,Phone Social Premium.jeevansaathi,Phone Social Premium.jiomart,Phone Social Premium.my11,Phone Social Premium.paytm,Phone Social Premium.rummycircle,Phone Social Premium.shaadi,Phone Social Premium.swiggy,Phone Social Premium.whatsapp,Phone Social Premium.yatra,Risk Model.alternateRiskScore,Risk Model.digitalFootprint,Risk Model.identityConfidence,Risk Model.negativeInsights,Risk Model.phoneSocialMediaCount,Risk Model.positiveInsights,Risk Model.socialFootprintScore,Risk Model.telecomRisk,Zone,City,State
140457837102,Sue Doe,,,,False,488,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,UP-West,4049700000.0,True,prepaid,True,Vodafone,UP-West,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,610,Medium,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",3,[],197,Medium,Lucknow,Lucknow,Uttar Pradesh
985634205835,Raj Brown,Lisa White,ABFSPAY,004686665630@randomvpa,False,-1,False,False,10,1.0,Low,-1,1.0,Reliance Jio,Rajasthan,4058682451.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,689,Medium,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Person has negligible social media presence."",""Person's phone has a digital age of less than 6 months."",""Email does not exist."",""Email's domain does not exist.""]",3,[],309,Medium,Jaipur,Jaipur,Rajasthan
418755497171,Tom Doe,,,,False,-1,False,False,-1,-1.0,Low,-1,-1.0,Airtel,UP-East,4055400000.0,True,postpaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,587,Medium,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Person's phone has a digital age of less than 6 months."",""Email does not exist."",""Email's domain does not exist.""]",4,[],195,Medium,Lucknow,Lucknow,Uttar Pradesh
190701689588,Lisa White,Jane Brown,YBL,867454837348@randomvpa,False,1949,True,False,100,1.0,Medium,-1,0.0,Reliance Jio,Rajasthan,4058689949.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Account Found,Error,484,High,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",2,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",530,Medium,Jaipur,Jaipur,Rajasthan
071613326126,Tom Smith,,,,False,1219,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,True,Vodafone,UP-West,Error,Account Not Found,,Account Found,Account Not Found,,,,,Error,,Error,Account Not Found,,Error,Error,650,Medium,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",1,[],339,Medium,Vrindavan,Vrindavan,Uttar Pradesh
903471435136,Priya Brown,,,,False,-1,False,False,-1,-1.0,Low,-1,-1.0,Reliance Jio,UP-West,4058708452.0,True,prepaid,True,Airtel,UP-West,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,587,Medium,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Person's phone has a digital age of less than 6 months."",""Email does not exist."",""Email's domain does not exist.""]",4,[],195,Medium,Vrindavan,Vrindavan,Uttar Pradesh
863418677123,Priya Sharma,,,,False,1906,False,False,28,0.0,High,-1,1.0,Airtel,Rajasthan,4047085030.0,True,prepaid,True,IDEA,Rajasthan,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,618,High,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Email does not exist."",""Email's domain does not exist.""]",6,"[""Person's has significant internet presence.""]",186,Medium,Jaipur,Jaipur,Rajasthan
049308956945,Priya Singh,Priya White,OKSBI,954506214770@randomvpa,False,1303,True,True,100,1.0,Medium,-1,0.0,Reliance Jio,Madhya Pradesh,4058630000.0,True,prepaid,True,IDEA,Madhya Pradesh,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Found,Account Found,Error,437,Medium,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",3,"[""Person's name matched against multiple sources.""]",566,Medium,Gwalior,Gwalior,Madhya Pradesh
496017729193,Jane Smith,John Singh,YBL,115215785188@randomvpa,False,2097,True,True,100,1.0,Medium,-1,0.0,Reliance Jio,Delhi,4058721284.0,True,prepaid,True,Airtel,Delhi,Error,Account Not Found,Account Not Found,Error,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Error,Account Found,Error,Account Found,Account Not Found,Error,Error,445,High,High,"[""Address seems to be incomplete."",""Email does not exist."",""Email's domain does not exist.""]",6,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",260,Medium,North East,New Delhi,New Delhi
628981330870,Sam Doe,,,,False,358,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,UP-East,4055400000.0,True,prepaid,False,,,Error,Account Not Found,,Account Found,Account Not Found,,,,,Error,,Error,Account Not Found,,Error,Error,650,Medium,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",1,[],339,Medium,Lucknow,Lucknow,Uttar Pradesh
150362880261,Raj Smith,,,,False,4757,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,Delhi,4041000000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,555,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",4,"[""Person's has significant internet presence.""]",293,Medium,South,New Delhi,New Delhi
744732388895,Raj Smith,Sam Sharma,YBL,726783821212@randomvpa,False,1916,True,True,100,0.333333,High,1916,0.0,Reliance Jio,Delhi,4058728871.0,True,prepaid,True,Airtel,Delhi,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Address seems to be incomplete."",""Email does not exist."",""Email's domain does not exist.""]",9,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",633,Medium,Faridabad,Faridabad,Haryana
739225515259,Jane Doe,,,,False,1906,False,False,-1,-1.0,Medium,-1,-1.0,Vodafone,Delhi,4041100000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,595,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",3,"[""Person's has significant internet presence.""]",197,Medium,North East,New Delhi,New Delhi
172055895276,Jane Doe,,,,False,1520,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,555,High,Medium,"[""Address seems to be incomplete."",""Email does not exist."",""Email's domain does not exist.""]",6,"[""Person's has significant internet presence.""]",197,Medium,Vrindavan,Vrindavan,Uttar Pradesh
943451045507,Sue Singh,,,,False,393,False,False,-1,-1.0,Medium,-1,-1.0,Vodafone,UP-West,4056600000.0,True,prepaid,True,Other networks,,Error,Account Not Found,,Account Not Found,Account Not Found,,,,,Error,,Error,Account Not Found,,Error,Error,650,Medium,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",0,[],320,Medium,Agra,Agra,Uttar Pradesh
311642893623,Raj Doe,Raj Singh,OKSBI,761003990735@randomvpa,False,1542,True,True,100,1.0,High,-1,0.0,Airtel,UP-East,4055499192.0,True,prepaid,True,Vodafone,UP-East,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,484,High,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",3,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",316,Medium,Lucknow,Lucknow,Uttar Pradesh
020827466576,Tom Brown,Raj White,OKHDFCBANK,557008668668@randomvpa,False,-1,False,False,-1,1.0,Low,-1,1.0,Airtel,Madhya Pradesh,4049386020.0,True,prepaid,False,,,Error,Account Found,Account Not Found,Error,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,689,Medium,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Person has negligible social media presence."",""Person's phone has a digital age of less than 6 months."",""Email does not exist."",""Email's domain does not exist.""]",3,[],314,Medium,Gwalior,Gwalior,Madhya Pradesh
224756542735,Tom Doe,John White,YBL,586071240107@randomvpa,False,2551,False,False,14,1.0,Medium,-1,1.0,Airtel,Delhi,4041000000.0,True,prepaid,True,IDEA,Delhi,Error,Account Not Found,Account Not Found,Error,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,697,High,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",2,"[""Person's has significant internet presence.""]",310,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
652921405076,Sue Doe,,,,False,1916,True,False,100,1.0,High,1916,0.0,Airtel,Delhi,4041000000.0,True,prepaid,True,IDEA,Delhi,Error,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,445,High,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",4,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",195,Medium,Vrindavan,Vrindavan,Uttar Pradesh
311899937181,Raj Brown,Sue Brown,PAYTM,491583578860@randomvpa,False,1973,False,False,-1,1.0,High,-1,1.0,Reliance Jio,Delhi,4058724228.0,True,prepaid,True,Vodafone,Delhi,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,618,High,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",4,"[""Person's has significant internet presence.""]",178,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
411645045903,Lisa Doe,,,,False,586,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,Delhi,4041000000.0,True,postpaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Error,Error,650,Medium,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",2,[],374,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
232145440961,Tom Sharma,Jane Singh,YBL,002903501275@randomvpa,False,1906,True,True,100,1.0,High,-1,0.0,Airtel,Rajasthan,4047000000.0,True,prepaid,True,Reliance Jio,Delhi,Error,Account Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,445,High,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",4,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",214,Medium,Jaipur,Jaipur,Rajasthan
542686891001,Lisa Singh,Tom Smith,PAYTM,694681324188@randomvpa,False,1916,True,True,100,0.0,High,-1,0.5,Reliance Jio,Delhi,4058726455.0,True,prepaid,True,Airtel,Rajasthan,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,445,High,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",4,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",235,Medium,Faridabad,Faridabad,Haryana
068648695994,Priya Brown,Jane Sharma,IBL,879724597170@randomvpa,False,-1,True,False,88,1.0,Low,-1,0.0,IDEA,Rajasthan,4048740038.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Error,Error,555,Medium,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Person's phone has a digital age of less than 6 months."",""Email does not exist."",""Email's domain does not exist.""]",2,"[""Person's name matched against multiple sources.""]",248,Medium,Jaipur,Jaipur,Rajasthan
158333551320,Lisa Smith,,,,False,1878,False,False,-1,-1.0,Medium,-1,-1.0,Vodafone,Rajasthan,4046000000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,555,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",4,"[""Person's has significant internet presence.""]",219,Medium,Jaipur,Jaipur,Rajasthan
494189939106,Sam Brown,Jane Doe,IBL,478303271308@randomvpa,False,1180,False,False,57,0.0,Medium,-1,1.0,Airtel,UP-West,4049700000.0,True,prepaid,True,BSNL,UP-West,Error,Account Not Found,Account Not Found,Error,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,674,Medium,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",3,[],197,Medium,Agra,Agra,Uttar Pradesh
703362034947,Tom Brown,,,,False,2028,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,Delhi,4058727461.0,True,prepaid,True,IDEA,Delhi,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,634,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",2,"[""Person's has significant internet presence.""]",310,Medium,Faridabad,Faridabad,Haryana
241676442241,Tom Brown,,,,False,1949,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,Delhi,4058720000.0,True,prepaid,False,,,Error,Account Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,555,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",4,"[""Person's has significant internet presence.""]",214,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
304645566630,John Doe,Jane White,IBL,415933583899@randomvpa,False,2097,True,False,93,1.0,Medium,-1,0.0,Airtel,Delhi,4041092053.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,524,High,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",2,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",310,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
494650349688,John White,Priya Singh,PAYTM,223467294569@randomvpa,False,359,False,False,15,1.0,Medium,-1,1.0,Airtel,Delhi,4041000000.0,True,prepaid,True,Vodafone,UP-West,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,713,Medium,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",2,[],310,Medium,East,New Delhi,New Delhi
450420166489,Tom White,,,,False,488,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,UP-West,4049770608.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,650,Medium,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",2,[],310,Medium,Vrindavan,Vrindavan,Uttar Pradesh
152754084869,Tom Brown,,,,False,484,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,Delhi,4041093192.0,True,prepaid,False,,,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,571,Medium,Medium,"[""Address seems to be incomplete."",""Email does not exist."",""Email's domain does not exist.""]",6,[],186,Medium,Gurgaon,Gurgaon,Haryana
865897665847,John Smith,Lisa Singh,PAYTM,949286658352@randomvpa,False,616,False,True,32,1.0,Medium,-1,1.0,Reliance Jio,Bihar and Jharkhand,4058560000.0,True,prepaid,False,,,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,634,Medium,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Email does not exist."",""Email's domain does not exist.""]",6,[],186,Medium,Faridabad,Faridabad,Haryana
617458071169,Raj Doe,,,,False,1696,False,False,-1,-1.0,Medium,-1,-1.0,Vodafone,Rajasthan,4046071071.0,True,prepaid,True,Reliance Jio,Rajasthan,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,555,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",4,"[""Person's has significant internet presence.""]",195,Medium,Jaipur,Jaipur,Rajasthan
894152907395,Tom Sharma,,,,False,2488,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-East,4058710000.0,True,prepaid,True,Airtel,UP-East,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,595,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",3,"[""Person's has significant internet presence.""]",197,Medium,Lucknow,Lucknow,Uttar Pradesh
114077032027,Raj Doe,Lisa Doe,BHIM,070316632526@randomvpa,False,1916,True,False,100,1.0,Medium,1916,0.0,Airtel,UP-West,4049785329.0,True,prepaid,False,,,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,445,High,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",5,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",210,Medium,Vrindavan,Vrindavan,Uttar Pradesh
971393132579,Jane Doe,,,,False,373,False,False,-1,-1.0,Low,-1,-1.0,Airtel,Rajasthan,4047000000.0,True,prepaid,True,Reliance Jio,Rajasthan,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Error,Error,650,Medium,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",1,[],354,Medium,Jaipur,Jaipur,Rajasthan
930258286853,Priya Sharma,Sue Doe,OKAXIS,979050128754@randomvpa,False,1906,True,True,85,1.0,High,-1,0.0,Airtel,Delhi,4041084483.0,True,prepaid,False,,,Error,Account Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,445,High,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",4,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",214,Medium,Gwalior,Gwalior,Madhya Pradesh
331362543887,Sue Singh,Tom Singh,YBL,090615717862@randomvpa,False,1906,False,False,-1,1.0,Medium,-1,1.0,Reliance Jio,Rajasthan,4058684766.0,True,prepaid,True,Airtel,Rajasthan,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,618,High,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Email does not exist."",""Email's domain does not exist.""]",6,"[""Person's has significant internet presence.""]",186,Medium,Jaipur,Jaipur,Rajasthan
390904432187,Priya White,John Doe,IBL,925935637343@randomvpa,False,1597,False,True,100,1.0,Medium,-1,0.0,Reliance Jio,Delhi,4058726037.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,484,High,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",3,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",309,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
747055124433,John Doe,,,,False,2720,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Error,Error,634,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",1,"[""Person's has significant internet presence.""]",354,Medium,Agra,Agra,Uttar Pradesh
453015050872,Lisa Smith,,,,False,5242,False,False,6,1.0,Medium,-1,1.0,Vodafone,Delhi,4041127371.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Error,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Error,Error,697,High,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",2,"[""Person's has significant internet presence.""]",248,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
663017165861,Sue White,Raj Doe,PAYTM,342082256048@randomvpa,False,1906,False,False,-1,1.0,High,-1,1.0,Vodafone,Delhi,4041100000.0,True,prepaid,True,Other networks,,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,618,High,Low,"[""Address seems to be incomplete."",""Person's name differed across mutiple sources."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",5,"[""Person's has significant internet presence.""]",210,Medium,Faridabad,Faridabad,Haryana
340723236926,Lisa Doe,,,,False,1784,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,Delhi,4058720000.0,True,prepaid,True,Airtel,Delhi,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,595,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",3,"[""Person's has significant internet presence.""]",309,Medium,North East,New Delhi,New Delhi
508724310978,Raj White,,,,False,2102,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,UP-West,4049700000.0,True,prepaid,True,Vodafone,Bihar and Jharkhand,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Error,Error,634,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",1,"[""Person's has significant internet presence.""]",354,Medium,Agra,Agra,Uttar Pradesh
354021701237,Raj Smith,,,,False,1997,False,False,-1,-1.0,High,-1,-1.0,Vodafone,Delhi,4041132987.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,555,High,Medium,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",5,"[""Person's has significant internet presence.""]",177,Medium,Faridabad,Faridabad,Haryana
420916415080,Raj Doe,Tom Sharma,PAYTM,242624276590@randomvpa,False,1032,True,True,100,1.0,Medium,-1,0.0,Airtel,Delhi,4041091992.0,True,prepaid,True,Airtel,Bihar and Jharkhand,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Error,Error,539,Medium,High,"[""Address seems to be incomplete."",""Person has negligible social media presence."",""Email does not exist."",""Email's domain does not exist.""]",2,"[""Person's name matched against multiple sources.""]",310,Medium,Faridabad,Faridabad,Haryana
221628058740,Priya White,Sue Doe,PAYTM,000210997976@randomvpa,False,2337,True,True,100,1.0,High,-1,0.0,Airtel,Rajasthan,4047000000.0,True,prepaid,False,,,Error,Account Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Address seems to be incomplete."",""Email does not exist."",""Email's domain does not exist.""]",7,"[""Person's name matched against multiple sources."",""Person's has significant internet presence.""]",642,Medium,Jaipur,Jaipur,Rajasthan
